,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2704,20474198,https://www.airbnb.com/rooms/20474198,20240911015603,2024-09-11,previous scrape,Lovely room near the Center of vienna,"•) Central place --> (5min to the metro station ""pilgramgasse"", around the corner there are several bus staions --> Bus 59A-just some stations to ""Karlsplatz"")<br />•) Clean lovely room --> double bed, desk, the closet can be used too (before you come i gonna empty it) <br />•) Kitchen and wash Maschine can be used too <br />•) WerkzeugH ---> just 5 min from the flat, a really nice bar to stay in the night<br />•) Spar(food), dm(cosmetics and bathroom stuff) and more --> also around the corner",,https://a0.muscache.com/pictures/be6a0a90-3b8a-4658-84a8-d0a9bcc42c5c.jpg,144960384,https://www.airbnb.com/users/show/144960384,Julia,2017-08-08,"Vienna, Austria",,,,,f,https://a0.muscache.com/im/pictures/user/4a5f7071-b69d-447c-8153-906c9cee64c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4a5f7071-b69d-447c-8153-906c9cee64c7.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,f,,Margareten,,48.18894,16.35669,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Wifi"", ""Washer"", ""Kitchen"", ""Heating"", ""Hangers"", ""Essentials"", ""Smoking allowed""]",,3,1125,3,3,1125,1125,3.0,1125.0,,,0,0,0,0,2024-09-11,1,0,0,2017-08-28,2017-08-28,4.0,5.0,2.0,5.0,5.0,5.0,4.0,,f,1,0,1,0,0.01
3445,26526310,https://www.airbnb.com/rooms/26526310,20240911015603,2024-09-11,previous scrape,"62sqm flat, 4 pax, balcony, nice area of Vienna","Great flat with one central entrance room to reach all other rooms... toilette, bathoom, kitchen and two 21sqm rooms for 2x2 persons. One with queensize, one with comfortable big bunk bed. Eating area on balcony & kitchen for 2 and in one big room for 5. Fully equipped, also washing machine, dishwasher & ironing equ.<br />Surroundings is allready getting greener, Wienerwald and parks near. But also good connections to city center. Great evenings with watching sunsets behind the trees on the balcony.",,https://a0.muscache.com/pictures/11029861-f6c7-41dd-a957-ec81a3657cfa.jpg,6783252,https://www.airbnb.com/users/show/6783252,Jochen,2013-06-07,"Vienna, Austria",,,,,f,https://a0.muscache.com/im/pictures/user/bd3efe5c-2625-45a2-b4ee-bb9411870f10.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bd3efe5c-2625-45a2-b4ee-bb9411870f10.jpg?aki_policy=profile_x_medium,,1.0,3.0,"['email', 'phone']",t,t,,Whring,,48.22768,16.32618,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,"[""Bathtub"", ""Iron"", ""Bed linens"", ""Heating"", ""Hangers"", ""Cooking basics"", ""Cleaning available during stay"", ""Coffee maker"", ""Elevator"", ""Stove"", ""Wifi"", ""Kitchen"", ""Paid parking off premises"", ""Essentials"", ""Dishwasher"", ""Washer"", ""Backyard"", ""Hair dryer"", ""Patio or balcony"", ""Dishes and silverware"", ""Oven"", ""Hot water"", ""Refrigerator"", ""TV with standard cable""]",,3,18,3,3,18,18,3.0,18.0,,t,0,0,0,0,2024-09-11,1,0,0,2018-07-28,2018-07-28,4.0,5.0,2.0,5.0,5.0,5.0,4.0,,f,1,1,0,0,0.01
6690,53693829,https://www.airbnb.com/rooms/53693829,20240911015603,2024-09-11,city scrape,Central Station Perfect Studio,"The apartment is situated in the 10th district, only 15 walking minutes away from the subway and main train station, in the modern Sonnwendviertel neighborhood. Right behind the building is the largest park in Vienna. The building is surrounded by several grocery stores and just 3 walking minutes is a parking house, where you can leave your car for only 10 euros/day.  <br /> The apartment is 30m² and has everything you need for your stay.  It will make your trip to Vienna unforgettable.",,https://a0.muscache.com/pictures/prohost-api/Hosting-53693829/original/158714fb-d87b-4fa0-adf5-c73e5d165f1f.jpeg,566831684,https://www.airbnb.com/users/show/566831684,Mario,2024-03-13,,"Hi! I'm Schildina, a travel enthusiast who loves sharing my passion for travelling with fellow adventurers. My goal is to provide a comfortable, clean, and welcoming space for you.

I'm always happy to offer tips on local spots and hidden gems. Feel free to ask me anything—I'm here to help make your stay memorable!

Looking forward to hosting you!

Best, Schildina",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/User-566831684/original/c9243538-86a5-44cb-982f-47c2e7d2a33c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-566831684/original/c9243538-86a5-44cb-982f-47c2e7d2a33c.jpeg?aki_policy=profile_x_medium,,107.0,138.0,"['email', 'phone']",t,t,,Favoriten,,48.17899,16.38889,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dining table"", ""Hot water kettle"", ""Bed linens"", ""Heating"", ""Hangers"", ""Self check-in"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV"", ""Coffee maker"", ""Wifi"", ""Kitchen"", ""Electric stove"", ""Conditioner"", ""Shampoo"", ""Shower gel"", ""Essentials"", ""Dishwasher"", ""Dedicated workspace"", ""Microwave"", ""Body soap"", ""Room-darkening shades"", ""Hair dryer"", ""Lockbox"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Oven"", ""Hot water"", ""Smoke alarm"", ""Refrigerator"", ""Clothing storage""]",$115.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,16,41,69,343,2024-09-11,2,0,0,2022-03-26,2022-08-21,3.5,4.0,2.5,5.0,5.0,3.5,4.0,,t,95,95,0,0,0.07
7448,638163204538741515,https://www.airbnb.com/rooms/638163204538741515,20240911015603,2024-09-11,previous scrape,Top 3 Zimmer Terrassenapartment im Grünen,Amazing apartment with huge terrace in Vinna. <br />One of Viennas most favorite districts next to the vineyards and Heurigen. <br />The city center is just a quick tram ride away!,,https://a0.muscache.com/pictures/miso/Hosting-638163204538741515/original/3df5cfb2-ff45-44b9-983b-fc5a677488b2.jpeg,17228478,https://www.airbnb.com/users/show/17228478,Sarah,2014-06-25,"Vienna, Austria",,,,,f,https://a0.muscache.com/im/users/17228478/profile_pic/1403680687/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/17228478/profile_pic/1403680687/original.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,t,,Dbling,,48.25408,16.34756,Entire condo,Entire home/apt,4,,1.5 baths,2.0,,"[""Outdoor dining area"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""First aid kit"", ""Kitchen"", ""Smoke alarm"", ""BBQ grill"", ""Free parking on premises"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Fire pit"", ""TV""]",,4,1125,4,4,1125,1125,4.0,1125.0,,t,0,0,0,0,2024-09-11,2,0,0,2022-08-19,2022-10-30,4.0,4.5,2.5,3.5,4.0,4.5,4.0,,t,1,1,0,0,0.08
7573,644628379935308225,https://www.airbnb.com/rooms/644628379935308225,20240911015603,2024-09-11,city scrape,Cozy Room in Shared Villa w/ Parking & Garden,"Leave your worries behind in this spacious and serene room in a house. Perfect for exploring the city while enjoying the luxury and comfort of a house with a garden, this stunning property has everything you need for a memorable stay.<br /><br />Enjoy FREE:<br />✔ High-speed WiFi<br />✔ Smart TVs with Netflix in every room<br />✔ Parking for up to 3 cars<br />✔ A large bathtub and 2 showers<br />✔ A fully equipped kitchen<br />✔ Garden, terrace, and balcony<br />✔ 2 washing machines and dryers",In this peaceful place you'll find an array of captivating attractions right at your doorstep. Here are some highlights:<br /><br />✔ Golfclub Marco Polo Vienna (6 min walk) - Perfect for golf enthusiasts looking for a quick game.<br />✔ PADELZONE Wien | Floridsdorf (10 min walk) - A great spot for padel tennis fans.<br />✔ Gerasdorfer Badeteich (20 min by car) - A beautiful natural swimming pond ideal for a refreshing dip.,https://a0.muscache.com/pictures/miso/Hosting-644628379935308225/original/ea0f9c4a-bc7b-4584-bf14-0fe2a1745f48.jpeg,449098419,https://www.airbnb.com/users/show/449098419,Jonas,2022-03-11,"Vienna, Austria",,within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/User-449098419/original/fceb8418-b13a-4566-9a15-d7fcbc4f06b0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-449098419/original/fceb8418-b13a-4566-9a15-d7fcbc4f06b0.jpeg?aki_policy=profile_x_medium,,144.0,297.0,"['email', 'phone']",t,t,"Vienna, Wien, Austria",Floridsdorf,,48.28638,16.42885,Private room in villa,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Pool view"", ""Dining table"", ""Hot water kettle"", ""Bed linens"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Long term stays allowed"", ""TV"", ""Stove"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Private entrance"", ""Shampoo"", ""Shower gel"", ""Paid parking off premises"", ""Essentials"", ""Dedicated workspace"", ""Outdoor dining area"", ""Body soap"", ""Garden view"", ""Washer"", ""Room-darkening shades"", ""Backyard"", ""Hair dryer"", ""Exterior security cameras on property"", ""Lockbox"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Oven"", ""Hot water"", ""Free parking on premises"", ""Clothing storage""]",$37.00,1,365,1,5,1125,1125,4.2,1125.0,,t,27,27,27,27,2024-09-11,8,6,3,2022-06-17,2024-08-28,3.25,3.13,2.88,4.25,3.63,4.0,3.13,,t,134,48,85,1,0.29
7632,671610787557222123,https://www.airbnb.com/rooms/671610787557222123,20240911015603,2024-09-11,city scrape,"Deluxe Zimmer in ""Pension Mozart"" im Zentrum Wiens","The deluxe room with private bathroom + toilet is equipped with a king size bed, kettle, coffee machine, hairdryer and a smart TV with streaming services. In the common area you will find 2 guest toilets, 2 balconies and a beverage vending machine.<br /><br />Our family-run guesthouse Mozart is connected with a tradition of over 100 years. It has been completely renovated in 2021 and offers an easy contactless check-in 24/7.","Mariahilfer Straße, Museum Quarter, House of the Sea, City Center",https://a0.muscache.com/pictures/miso/Hosting-671610787557222123/original/2238d632-924b-4e00-ac6c-ea83191421ef.jpeg,138176292,https://www.airbnb.com/users/show/138176292,Igor,2017-07-02,"Vienna, Austria",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-138176292/original/c7c84971-46e4-4bb0-bbd1-551ab5cefee1.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-138176292/original/c7c84971-46e4-4bb0-bbd1-551ab5cefee1.jpeg?aki_policy=profile_x_medium,,4.0,4.0,"['email', 'phone']",t,t,"Vienna, Wien, Austria",Mariahilf,,48.2001755,16.3589309,Room in boutique hotel,Private room,4,1.5,1.5 baths,1.0,2.0,"[""Hot water kettle"", ""Cleaning products"", ""First aid kit"", ""Bed linens"", ""Hangers"", ""Self check-in"", ""Cleaning available during stay"", ""Shared patio or balcony"", ""Portable fans"", ""Long term stays allowed"", ""Coffee maker"", ""Elevator"", ""Wifi"", ""Paid parking garage off premises"", ""Shampoo"", ""Central heating"", ""Clothing storage: wardrobe"", ""Shower gel"", ""Essentials"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Room-darkening shades"", ""Hair dryer"", ""Lockbox"", ""HDTV with Amazon Prime Video, Netflix, standard cable"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Hot water"", ""Paid crib - available upon request"", ""Mini fridge"", ""Clamp on table seat high chair - always at the listing"", ""Smoke alarm"", ""Single level home""]",$181.00,1,365,1,4,999,999,1.2,999.0,,t,12,41,69,328,2024-09-11,1,1,0,2023-10-24,2023-10-24,4.0,4.0,2.0,5.0,5.0,5.0,3.0,,t,4,2,2,0,0.09
11422,1075135580624124643,https://www.airbnb.com/rooms/1075135580624124643,20240911015603,2024-09-11,city scrape,Nearby Westbahnhof and Mariahilferstraße,"Our apartment in the heart of Vienna, offers not only a spacious furnishings with 8 beds, but also a fully equipped kitchen where you can cook a delicious breakfast. Linen and covers are included. The bathroom is also equipped with towels, shampoo, shower gel, soap, and co.","Subway - U4 U6/U6/U-Bahn <br />- Westbahnhof<br />Busse - 12A, 7A, N8, VAL1 <br /><br />Restaurant recommendations / Restaurant recommendations<br />-Hühnerparadies<br />-Hawidere Bier Burger Bar<br />-Café Alarad<br />-5 Haus<br />-Das Eduard<br />-Pizzeria Mafiosi<br />-Cafe Plauscherl<br />-Gasthaus Quell<br />-Espresso ""Zum Schwarzen Flamingo""<br />-GOTA Coffee Experts<br />-Restaurant OTTO Weingartshofer<br />-Zucchero<br />-Grätzlheuriger<br />-Velani<br />-Pizzeria Pummarò<br />-Berliner Babo Meidling<br />-Gleis//Garden<br /><br />Sightseeing / Attractions -Pedfinder<br />Museum and Institute of Scout History<br />-Ernst Fuchs Museum<br />-Maria vom Siege<br />-Jugendstiltheater",https://a0.muscache.com/pictures/cc26e09f-8b33-4272-bbd5-e60caeec2757.jpg,8683326,https://www.airbnb.com/users/show/8683326,Christian,2013-09-07,"Vienna, Austria","Als geborener und stolzer Wiener habe ich ein Gefühl für diese Stadt und was sie ausmacht - und Wien ist eine suuupergeile Stadt. Ich selbst reise gern unabhängig mit dem Auto oder wenn weiter, auch mit dem Flieger. In jedem Fall ziehe ich privat auch ein gemütliches Apartment, einem Hotelbetrieb vor. Meine Hobbys sind Kochen und jede Art von Sport, wie Tennis, Badminton, Rafting, Wandern, Schwimmen, Radfahren, Surfen, Golfen....und als Österreicher natürlich Skifahren.
In meinem Leben begleiten mich zwei Leitsprüche: 
Nr.1/ Setze Dir den Hut des Anderen auf, und Nr.2/ Wenn es stürmisch wird, lerne im Regen zu tanzen.
Auf meine Kinder Lisa (23)  und Lukas (17) bin ich sehr stolz. Die beiden sind ein immer gegenwärtiger und wichtiger Bestandteil meines Lebens. 
",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-8683326/original/fc94ef91-673f-4f05-9db6-8a6e36d9627f.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-8683326/original/fc94ef91-673f-4f05-9db6-8a6e36d9627f.jpeg?aki_policy=profile_x_medium,,7.0,9.0,"['email', 'phone', 'work_email']",t,t,"Vienna, Wien, Austria",Rudolfsheim-Fnfhaus,,48.1894534,16.3334914,Entire rental unit,Entire home/apt,8,1.0,1 bath,2.0,4.0,"[""First aid kit"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Courtyard view"", ""Coffee maker"", ""TV"", ""Pets allowed"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Washer"", ""Outdoor playground"", ""Hair dryer"", ""Lockbox"", ""Dishes and silverware"", ""Air conditioning"", ""Board games"", ""Smoke alarm"", ""Refrigerator"", ""Free parking on premises""]",$145.00,1,365,1,2,1125,1125,1.7,1125.0,,t,2,3,3,21,2024-09-11,4,4,0,2024-04-20,2024-08-04,3.5,4.25,2.75,3.75,4.25,4.0,3.5,,t,7,7,0,0,0.83
11441,1059499568638550503,https://www.airbnb.com/rooms/1059499568638550503,20240911015603,2024-09-11,city scrape,"Nice room in shared ap-t nxt city center, metro U2","From this centrally located accommodation, you are in all important places in no time at all.",,https://a0.muscache.com/pictures/hosting/Hosting-1059499568638550503/original/d6dad9ce-f4f5-4108-b528-d0f802731a99.jpeg,535114363,https://www.airbnb.com/users/show/535114363,Khurshed,2023-09-02,,,within an hour,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,2.0,12.0,['phone'],f,t,,Leopoldstadt,,48.21905,16.38236,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Dryer"", ""Washer"", ""Hot water"", ""First aid kit"", ""Wifi"", ""Heating"", ""Bed linens"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dedicated workspace""]",$19.00,30,90,30,30,90,90,30.0,90.0,,t,12,36,66,66,2024-09-11,13,13,1,2024-03-11,2024-09-02,3.23,3.92,2.54,3.46,3.85,4.54,3.85,,t,2,0,2,0,2.11
11767,1082591190541952398,https://www.airbnb.com/rooms/1082591190541952398,20240911015603,2024-09-11,previous scrape,Metropolitan Charm: Stylish 2+1 Apt@ Vienna's Core,"Cozy and spacious 2+1 apartment in Vienna's embassy district, just 3 minutes from Wien Rennweg station. Centrally located, it offers a perfect blend of convenience and comfort for an ideal city experience.<br /><br />We offer EXCLUSIVELY:<br /><br />✔ Self check-in<br />✔ Coffee machine<br />✔ High-speed internet<br />✔ Smart TV including Netflix<br />✔ Fully equipped kitchen<br />✔ Comfortable beds and pillows<br />✔ Shower & Washer<br />✔ High-quality toiletries<br />✔ Affordable parking for €7/day<br />✔ €2 per booking for donations","The third district of Vienna is situated in the vibrant heart of the city, just a 10-minute journey from the bustling city center. Within minutes, you can reach a plethora of restaurants and shopping destinations, including the renowned Wien Mitte - The Mall. Additionally, the iconic Vienna City Park is merely a single train stop away, offering a scenic retreat. Furthermore, you're conveniently located only two stops away from Wien Hauptbahnhof, main train station, providing easy access to transportation hubs. <br /><br />Some of our recommended places:<br /><br />✔  Falkensteiner Stüberl<br />✔  Pizzeria Pozzuoli <br />✔  Benkei Restaurant<br />✔ Donnersmarkt Restaurant & Bar",https://a0.muscache.com/pictures/miso/Hosting-1082591190541952398/original/09b7c670-1bf0-4d3c-abf6-036268e29878.jpeg,88128342,https://www.airbnb.com/users/show/88128342,Fabian,2016-08-05,"Vienna, Austria","Easy-going human being who loves to interact with others. Smiling is my strength and friendliness is my duty.

- 2€ of every booking goes charity",within an hour,100%,100%,,https://a0.muscache.com/im/pictures/user/User-88128342/original/f96786a9-26a9-4266-aedd-5b5af241457d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-88128342/original/f96786a9-26a9-4266-aedd-5b5af241457d.jpeg?aki_policy=profile_x_medium,,120.0,489.0,"['email', 'phone']",t,t,"Vienna, Wien, Austria",Landstra§e,,48.19358,16.38794,Entire rental unit,Entire home/apt,5,,1.5 baths,2.0,,"[""Dining table"", ""Hot water kettle"", ""Bed linens"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Portable fans"", ""Long term stays allowed"", ""TV"", ""Coffee maker"", ""Elevator"", ""Stove"", ""Wifi"", ""Kitchen"", ""Shampoo"", ""Toaster"", ""Shower gel"", ""Paid parking off premises"", ""Essentials"", ""Dedicated workspace"", ""Body soap"", ""Washer"", ""Room-darkening shades"", ""Hair dryer"", ""Lockbox"", ""Dishes and silverware"", ""Hot water"", ""Clothing storage"", ""Single level home""]",,1,365,1,21,365,365,20.3,365.0,,t,0,0,0,0,2024-09-11,1,1,0,2024-08-03,2024-08-03,4.0,3.0,2.0,5.0,2.0,5.0,3.0,,f,78,64,14,0,0.75
12233,1126847363864521646,https://www.airbnb.com/rooms/1126847363864521646,20240911015603,2024-09-11,city scrape,Ferienzimmer in WG,"Just 20min. to StadtPark, you will be alone as we will all be away for the summer! You can cook, wash, supermarkets within a 10 minute walk, and the Augarten is only a 2 minute walk away. Ideal for singles or couples.<br /><br />Feel free to ask me anything!",,https://a0.muscache.com/pictures/miso/Hosting-1126847363864521646/original/520d980f-ab9e-43bb-a6ed-c5257ac5a120.jpeg,466032597,https://www.airbnb.com/users/show/466032597,Luis Felipe,2022-06-25,,,a few days or more,25%,22%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1.0,1.0,"['email', 'phone']",f,t,,Brigittenau,,48.22779477792638,16.370733740475465,Private room in rental unit,Private room,1,2.0,2 baths,1.0,1.0,"[""Wifi"", ""Washer"", ""Kitchen"", ""Lock on bedroom door"", ""Dedicated workspace""]",$35.00,3,20,3,3,20,20,3.0,20.0,,t,22,48,78,258,2024-09-11,1,1,0,2024-07-24,2024-07-24,4.0,3.0,2.0,3.0,5.0,4.0,3.0,,f,1,0,1,0,0.6
12255,1111522551251260647,https://www.airbnb.com/rooms/1111522551251260647,20240911015603,2024-09-11,city scrape,Parking I Balcony I 5 min to Shopping mall,Experience the perfect fusion of cozy comfort and holiday vibes in our apartment by the Danube.,"Explore the vibrant neighborhood near the Danube River in Vienna, where cool experiences await. Indulge in diverse culinary delights at trendy cafes and restaurants. Discover unique finds at nearby shopping districts and immerse yourself in the lively atmosphere of local markets. Take a leisurely stroll along the picturesque Danube River, or explore cultural gems like the Donauturm. Whether it's trendy eateries, shopping havens, or scenic views, this neighborhood offers an exciting and memorable experience in Vienna.",https://a0.muscache.com/pictures/prohost-api/Hosting-1111522551251260647/original/130c7f92-09e4-4742-953c-9c95bb0ea063.png,566831684,https://www.airbnb.com/users/show/566831684,Mario,2024-03-13,,"Hi! I'm Schildina, a travel enthusiast who loves sharing my passion for travelling with fellow adventurers. My goal is to provide a comfortable, clean, and welcoming space for you.

I'm always happy to offer tips on local spots and hidden gems. Feel free to ask me anything—I'm here to help make your stay memorable!

Looking forward to hosting you!

Best, Schildina",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/User-566831684/original/c9243538-86a5-44cb-982f-47c2e7d2a33c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-566831684/original/c9243538-86a5-44cb-982f-47c2e7d2a33c.jpeg?aki_policy=profile_x_medium,,107.0,138.0,"['email', 'phone']",t,t,"Vienna, Wien, Austria",Donaustadt,,48.24605666426953,16.43905019988137,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Iron"", ""Bed linens"", ""Heating"", ""Self check-in"", ""High chair"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV"", ""Coffee maker"", ""Elevator"", ""Stove"", ""Kitchen"", ""Shampoo"", ""Crib"", ""Essentials"", ""Dishwasher"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Lockbox"", ""Dishes and silverware"", ""Oven"", ""Hot water"", ""Smoke alarm"", ""Refrigerator""]",$107.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,364,2024-09-11,4,4,0,2024-03-29,2024-07-30,3.25,3.75,2.75,3.0,3.25,3.75,3.25,,t,95,95,0,0,0.72
12367,1130339681708154644,https://www.airbnb.com/rooms/1130339681708154644,20240911015603,2024-09-11,city scrape,Wiener Stadthalle Balcony Gem w/ & Full Kitchen,"Central apartment for up to 4 people: Sleek kitchen, private bath, smart TV with Netflix. Walking distance to Wiener Stadthalle Event Center. Close to Lugner City Mall, Mariahilferstrasse Shopping Street, Haus des Meeres, Wien Westbahnhof international train station w/ U3&U6 Metro lines.<br /><br />We offer for FREE:<br /><br />✔ Self-check-in<br />✔ Fast WIFI<br />✔ Smart TV incl. Netflix<br />✔ Parking Garage nearby<br />✔ Coffee Machine<br />✔ Fully equipped kitchen<br />✔ Comfy beds<br />✔ Premium toiletries<br />✔ €2 per booking for charity","This centrally located Vienna studio apartment in the 15th district serves as an ideal hub for exploration, with key attractions easily accessible:<br /><br />✔ Belvedere Palace (4,5 km): Marvel at Baroque elegance and lush gardens.<br />✔ Schönbrunn Palace (3 km): Immerse in imperial splendor and extensive grounds.<br />✔ St. Stephen's Cathedral (5,3 km): Admire the iconic Gothic masterpiece.<br />✔ Hofburg Palace (3 km): Explore Austrian history and culture.<br />✔ Vienna State Opera (3.5 km): Experience world-class performances.",https://a0.muscache.com/pictures/miso/Hosting-1130339681708154644/original/394f3f84-bb90-40ca-a00d-12a4b77af3ff.jpeg,519070229,https://www.airbnb.com/users/show/519070229,Dr. Andre Justin,2023-06-09,"Vienna, Austria",,within an hour,99%,100%,f,https://a0.muscache.com/im/pictures/user/User-519070229/original/e7184a08-a5e2-4be0-ac6c-687d523930d9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-519070229/original/e7184a08-a5e2-4be0-ac6c-687d523930d9.jpeg?aki_policy=profile_x_medium,,29.0,50.0,"['email', 'phone']",t,t,"Vienna, Wien, Austria",Rudolfsheim-Fnfhaus,,48.19932592484348,16.333013896505886,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Dining table"", ""Hot water kettle"", ""Iron"", ""Bed linens"", ""Heating"", ""Hangers"", ""Self check-in"", ""Outdoor furniture"", ""Portable fans"", ""Freezer"", ""Long term stays allowed"", ""TV"", ""Coffee maker"", ""Stove"", ""Kitchen"", ""Shampoo"", ""Toaster"", ""Shower gel"", ""Paid parking off premises"", ""Essentials"", ""Dedicated workspace"", ""Microwave"", ""Outdoor dining area"", ""Body soap"", ""Room-darkening shades"", ""Backyard"", ""Hair dryer"", ""Lockbox"", ""Patio or balcony"", ""Dishes and silverware"", ""Oven"", ""Hot water"", ""Mini fridge"", ""Clothing storage"", ""Single level home""]",$77.00,1,179,1,5,179,179,4.2,179.0,,t,21,45,75,350,2024-09-11,1,1,1,2024-08-26,2024-08-26,4.0,4.0,2.0,5.0,4.0,3.0,4.0,,t,23,18,5,0,1.0
12810,1173884553167746266,https://www.airbnb.com/rooms/1173884553167746266,20240911015603,2024-09-11,city scrape,Serene Space in 20th Ward,Your family will be close to everything when you stay at this centrally-located place.,,https://a0.muscache.com/pictures/miso/Hosting-1173884553167746266/original/0864d644-d0bf-49c4-a31b-d5fc5f87d9d0.jpeg,571497431,https://www.airbnb.com/users/show/571497431,Abdullah,2024-04-09,,,within an hour,95%,99%,f,https://a0.muscache.com/im/pictures/user/834c30f6-f1e2-46bd-8b0c-cca82c7bc15f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/834c30f6-f1e2-46bd-8b0c-cca82c7bc15f.jpg?aki_policy=profile_x_medium,,18.0,19.0,"['email', 'phone']",t,t,,Brigittenau,,48.2410581,16.3767907,Private room in rental unit,Private room,5,1.0,1 shared bath,1.0,1.0,"[""Wifi"", ""Washer"", ""Kitchen"", ""Self check-in"", ""Lockbox"", ""Lock on bedroom door""]",$86.00,1,365,1,4,365,365,3.4,365.0,,t,30,60,90,100,2024-09-11,3,3,0,2024-06-29,2024-08-04,3.33,3.33,2.67,3.67,3.67,3.67,3.33,,t,18,11,6,1,1.2
